GESAWM;2;CMSN;AVMET;0; ;1
GESAWR;2;CMS;AVMET;0; ;1
GESAWU;2;CMSU;AVMET;0; ;1
GESAWV;2;CMS;AVMET;0; ;1
GESAWW;2;CMS;AVMET;0; ;1
GESAWX;2;CMSN;AVMET;0; ;1
GESAYA;2;CMS;AVMET;0; ;1
GESAYB;2;CMS;AVMET;0; ;1
GESAYC;2;CMS;AVMET;0; ;1
GESAYD;2;CMS;AVMET;0; ;1
GESAYE;2;CMS;AVMET;0; ;1
GESAYF;2;CMS;AVMET;0; ;1
GESAYG;2;CMS;AVMET;0; ;1
GESAYH;2;CMS;AVMET;0; ;1
GESAYI;2;CMS;AVMET;0; ;1
GESAYL;2;CMS;AVMET;0; ;1
GESAYM;2;CMS;AVMET;0; ;1
GESAYP;2;CMS;AVMET;0; ;1
GESAYS;2;CMS;AVMET;0; ;1
GESAYT;2;CMS;AVMET;0; ;1
GESAYU;2;CMS;AVMET;0; ;1
GESAYW;2;CMS;AVMET;0; ;1
GESAYY;2;CMS;AVMET;0; ;1
GESAYZ;2;CMS;AVMET;0; ;1
GESBAN;2;CMS;AVMET;2;AVIA1;1
GESBAP;2;CMS;AVMET;2;AVIA1;1
GESBBY;2;CMSK;AVMET;2;AVIA1;1
GESBCG;2;CMS;AVMET;2;AVIA1;1
GESBDO;2;CMS;AVMET;2;AVIA1;1
GESBGR;2;CMS;AVMET;0; ;1
GESBIC;2;CMSVE;AVMET;2;AVIA1;1
GESBICI;2;CMSVE;AVMET;2;AVIA1;1
GESBIS;2;CMSVE;AVMET;2;AVIA1;1
GESBISI;2;CMSVE;AVMET;2;AVIA1;1
GESBODC;2;CMS;AVMET;0; ;1
GESBODP;2;CMS;AVMET;0; ;1
GESBODS;2;CMS;AVMET;0; ;1
GESBOLP;2;CMS;AVMET;2;AVIA1;1
GESBOLS;2;CMS;AVMET;2;AVIA1;1
GESBPP;2;CMS;AVMET;0; ;1
GESBPR;2;CMSN;AVMET;0; ;1
GESBPS;2;CMSNT;AVMET;0; ;1
GESBPT;2;CMS;AVMET;0; ;1
GESBRD;2;CMS;AVMET;0; ;1
GESBSG;2;CMS;AVMET;0; ;1
GESBTC;2;CMS;AVMET;0; ;1
GESBUC;2;CMS;AVMET;2;AVIA1;1
GESBUP;2;CMS;AVMET;0; ;1
GESBUV;2;CMS;AVMET;0; ;1
GESCAB;2;CMS;AVMET;0; ;1
GESCAC;2;CMS;AVMET;0; ;1
GESCAD;2;CMS;AVMET;0; ;1
GESCAI;2;CMS;AVMET;2;AVIA1;1
GESCAZ;2;CMST;AVMET;0; ;1
GESCBA;2;CMSN;AVMET;2;AVIA1;1
GESCCC;2;CMS;AVMET;2;AVIA1;1
GESCCE;2;CMSN1;AVMET;0; ;1
GESCCL;2;CMS;AVMET;0; ;1
GESCDA;2;CMSN;AVMET;0; ;1
GESCDE;2;CMS;AVMET;0; ;1
GESCDI;2;CMS;AVMET;0; ;1
GESCFG;2;CMSN;AVMET;2;AVIA1;1
GESCFH;2;CMS;AVMET;0; ;1
GESCFM;2;CMS;AVMET;0; ;1
GESCFO;2;CMS;AVMET;2;AVIA1;1
GESCFT;2;CMS;AVMET;2;AVIA1;1
GESCHB;2;CMS;AVMET;0; ;1
GESCIB;2;CMS;AVMET;0; ;1
GESCIG;2;CMS;AVMET;0; ;1
GESCII;2;CMS;AVMET;0; ;1
GESCIS;2;CMS;AVMET;0; ;1
GESCIT;2;CMS;AVMET;0; ;1
GESCLC;2;CMS;AVMET;0; ;1
GESCLL;2;CMS;AVMET;2;AVIA1;1
GESCLS;2;CMS;AVMET;0; ;1
GESCMA;2;CMSN;AVMET;0; ;1
GESCMD;2;CMSN;AVMET;0; ;1
GESCMG;2;CMS;AVMET;2;AVIA1;1
GESCMI;2;CMSN;AVMET;0; ;1
GESCMM;2;CMS;AVMET;2;AVIA1;1
GESCMS;2;CMSN;AVMET;0; ;1
GESCNX;2;CMS;AVMET;2;AVIA1;1
GESCOA;2;CMS;AVMET;0; ;1
GESCOE;2;CMSN;AVMET;2;AVIA1;1
GESCON;2;CMSF;AVMET;2;AVIA1;1
GESCOR;2;CMS;AVMET;0; ;1
GESCOT;2;CMS;AVMET;0; ;1
GESCOV;2;CMSN;AVMET;0; ;1
GESCPY;2;CMS;AVMET;0; ;1
GESCQU;2;CMS;AVMET;0; ;1
GESCRY;2;CMS123;AVMET;0; ;1
GESCSE;2;CMSN;AVMET;0; ;1
GESCSF;2;CMSN;AVMET;0; ;1
GESCSH;2;CMS;AVMET;0; ;1
GESCSRH;2;CMS;AVMET;0; ;1
GESCTA;2;CMSN;AVMET;0; ;1
GESCTRH;2;CMS;AVMET;0; ;1
GESCWRH;2;CMS;AVMET;2;AVIA1;1
GESCYM;2;CMS23;AVMET;0; ;1
GESDAD;2;CMS;AVMET;0; ;1
GESDBY;2;CMSK;AVMET;2;AVIA1;1
GESDEB;2;CMS;AVMET;0; ;1
GESDIE;2;CMS;AVMET;0; ;1
GESDIH;2;CMS;AVMET;0; ;1
GESDIHCRM;2;CMS;AVMET;0; ;1
GESDMWBPREX;2;CMS;AVMET;0; ;1
GESDMWPAORD;2;CMS;AVMET;0; ;1
GESDMWPPA;2;CMS;AVMET;0; ;1
GESDMWQUOTA;2;CMS;AVMET;0; ;1
GESDMWSC;2;CMS;AVMET;0; ;1
GESDPM;2;CMSN;AVMET;2;AVIA1;1
GESDPP;2;CMS;AVMET;2;AVIA1;1
GESDRN;2;CMS;AVMET;0; ;1
GESDSP;2;CMS;AVMET;0; ;1
GESDTP;2;CMS;AVMET;0; ;1
GESECS;2;CMS;AVMET;0; ;1
GESEDM;2;CMS;AVMET;0; ;1
GESEDP;2;CMS;AVMET;0; ;1
GESEDS;2;CMS;AVMET;0; ;1
GESEXM;2;CMS;AVMET;0; ;1
GESEXS;2;CMS1;AVMET;2;AVIA1;1
GESFAE;2;CMS;AVMET;0; ;1
GESFAM;2;CMS;AVMET;0; ;1
GESFAS;2;CMSAGRTUVWZOP;AVMET;2;AVIA1;1
GESFCC;2;CMSN;AVMET;0; ;1
GESFCS;2;CMSN;AVMET;0; ;1
GESFCT;2;CMS;AVMET;0; ;1
GESFCY;2;CMS;AVMET;2;AVIA1;1
GESFGP;2;CMS;AVMET;0; ;1
GESFID;2;CMS;AVMET;0; ;1
GESFIY;2;CMS;AVMET;0; ;1
GESFLU;2;CMS;AVMET;0; ;1
GESFLY;2;CMS;AVMET;2;AVIA1;1
GESFPT;2;CMS;AVMET;0; ;1
GESFRF;2;CMS;AVMET;2;AVIA1;1
GESFRM;2;CMSVFT;AVMET;2;AVIA1;1
GESFRT;2;CMSN;AVMET;0; ;1
GESFTD;2;CMS;AVMET;0; ;1
GESFUP;2;CMS;AVMET;2;AVIA1;1
GESFXM;2;CMS;AVMET;2;AVIA1;1
GESGAC;2;CMSN1;AVMET;0; ;1
GESGAF;2;CMSN;AVMET;0; ;1
GESGAS;2;CMST;AVMET;2;AVIA1;1
GESGAU;2;CMS;AVMET;0; ;1
GESGBS;2;CMSN;AVMET;0; ;1
GESGBSH;2;CMSN;AVMET;0; ;1
GESGCM;2;CMS;AVMET;0; ;1
GESGCO;2;CMS;AVMET;0; ;1
GESGCU;2;CMS;AVMET;0; ;1
GESGDA;2;CMS;AVMET;0; ;1
GESGDE;2;CMSN;AVMET;0; ;1
GESGDS;2;CMSN;AVMET;0; ;1
GESGFP;2;CMSN;AVMET;0; ;1
GESGIC;2;CMSV;AVMET;2;AVIA1;1
GESGPC;2;CMS;AVMET;2;AVIA1;1
GESGRA;2;CMS;AVMET;0; ;1
GESGRT;2;CMS;AVMET;2;AVIA1;1
GESGRY;2;CMS123;AVMET;0; ;1
GESGSC;2;CMS;AVMET;0; ;1
GESGSP;2;CMS;AVMET;0; ;1
GESGTC;2;CMSN;AVMET;0; ;1
GESGTE;2;CMSN;AVMET;0; ;1
GESGVA;2;CMS;AVMET;0; ;1
GESGVG;2;CMS;AVMET;0; ;1
GESGYM;2;CMS23;AVMET;0; ;1
GESHIC;2;CMS;AVMET;2;AVIA1;1
GESHIM;2;CMS;AVMET;2;AVIA1;1
GESHOI;2;CMS;AVMET;0; ;1
GESHTMMAI;2;CMS;AVMET;0; ;1
GESICA;2;CMS;AVMET;2;AVIA1;1
GESICB;2;CMS;AVMET;2;AVIA1;1
GESICD;2;CMS;AVMET;2;AVIA1;1
GESICS;2;CMS;AVMET;2;AVIA1;1
GESICT;2;CMSN;AVMET;0; ;1
GESICV;2;CMS;AVMET;0; ;1
GESIDP;2;CMS;AVMET;0; ;1
GESINVCND;2;CMS;AVMET;0; ;1
GESITF;2;CMS;AVMET;2;AVIA1;1
GESITG;2;CMS;AVMET;2;AVIA1;1
GESITM;2;CMSTc;AVMET;0; ;1
GESITN;2;CMSK;AVMET;2;AVIA1;1
GESITW;2;CMS;AVMET;2;AVIA1;1
GESJOU;2;CMSN;AVMET;0; ;1
GESLDA;2;CMS;AVMET;0; ;1
GESLDS;2;CMS;AVMET;0; ;1
GESLEA;2;CMS;AVMET;2;AVIA1;1
GESLED;2;CMS;AVMET;0; ;1
GESLGT;2;CMS;AVMET;0; ;1
GESLOC;2;CMS;AVMET;2;AVIA1;1
GESLOF;2;CMS4;AVMET;2;AVIA1;1
GESLOT;2;CMST;AVMET;2;AVIA1;1
GESMAC;2;CMS;AVMET;2;AVIA1;1
GESMAT;2;CMS;AVMET;0; ;1
GESMCL;2;CMSN;AVMET;0; ;1
GESMDL;2;CMSN;AVMET;0; ;1
GESMDLA;2;CMSN;AVMET;0; ;1
GESMDT;2;CMS;AVMET;0; ;1
GESMES;2;CMS;AVMET;0; ;1
GESMFC;2;CMS;AVMET;2;AVIA1;1
GESMFCP;2;CMS;AVMET;2;AVIA1;1
GESMFG;2;CMSAJ;AVMET;2;AVIA1;1
GESMFL;2;CMSN;AVMET;0; ;1
GESMGL;2;CMSN;AVMET;0; ;1
GESMGLA;2;CMSN;AVMET;0; ;1
GESMIL;2;CMSN;AVMET;0; ;1
GESMML;2;CMSN;AVMET;0; ;1
GESMMS;2;CMS;AVMET;0; ;1
GESMOL;2;CMSN;AVMET;0; ;1
GESMPL;2;CMSN;AVMET;0; ;1
GESMRE;2;CMSN;AVMET;0; ;1
GESMRL;2;CMSN;AVMET;0; ;1
GESMRLA;2;CMSN;AVMET;0; ;1
GESMST;2;CMSGH;AVMET;0; ;1
GESMTK;2;CMSK;AVMET;2;AVIA1;1
GESMTL;2;CMSN;AVMET;0; ;1
GESMWC;2;CMS;AVMET;2;AVIA1;1
GESMWI;2;CMS;AVMET;2;AVIA1;1
GESMWS;2;CMS;AVMET;2;AVIA1;1
GESMWW;2;CMS;AVMET;2;AVIA1;1
GESMXL;2;CMS;AVMET;0; ;1
GESNTG;2;CMS;AVMET;0; ;1
GESOMM;2;CMS;AVMET;2;AVIA1;1
GESOMN;2;CMS;AVMET;2;AVIA1;1
GESOMP;2;CMS;AVMET;2;AVIA1;1
GESOMR;2;CMS;AVMET;0; ;1
GESOMT;2;CMS;AVMET;2;AVIA1;1
GESONA;2;CMS;AVMET;0; ;1
GESOPP;2;CMS;AVMET;2;AVIA1;1
GESORO;2;CMS;AVMET;0; ;1
GESORP;2;CMS;AVMET;0; ;1
GESORZ;2;CMS;AVMET;2;AVIA1;1
GESORZS;2;CMS;AVMET;2;AVIA1;1
GESOVE;2;CMS;AVMET;0; ;1
GESPAB;2;CMSVFT;AVMET;2;AVIA1;1
GESPAS;2;CMS;AVMET;2;AVIA1;1
GESPAY;2;CMSAVTLO;AVMET;2;AVIA1;1
GESPBL;2;CMS;AVMET;0; ;1
GESPBY;2;CMSN;AVMET;0; ;1
GESPCB;2;CMS;AVMET;2;AVIA1;1
GESPCO;2; ;AVMET;2;AVIA1;1
GESPDB;2;CMS;AVMET;0; ;1
GESPDM;2;CMS;AVMET;0; ;1
GESPEC;2;CMSN;AVMET;0; ;1
GESPER;2;CMS;AVMET;0; ;1
GESPFI1;2;CMSN;AVMET;0; ;1
GESPIH;2;CMSVEUI;AVMET;2;AVIA1;1
GESPIT;2;CMS;AVMET;0; ;1
GESPJA;2;CMS;AVMET;2;AVIA1;1
GESPJCC;2;CMSN;AVMET;0; ;1
GESPJM;2;CMS;AVMET;2;AVIA1;1
GESPLM;2;CMS;AVMET;0; ;1
GESPLP;2;CMSN;AVMET;2;AVIA1;1
GESPNH;2;CMSVK;AVMET;2;AVIA1;1
GESPOC;2;CMS;AVMET;2;AVIA1;1
GESPOD;2;CMST;AVMET;2;AVIA1;1
GESPOI;2;CMS;AVMET;2;AVIA1;1
GESPOO;2;CMS;AVMET;2;AVIA1;1
GESPOPSCV;2;CMS;AVMET;2;AVIA1;1
GESPOS;2;CMS;AVMET;0; ;1
GESPOV;2;CMS;AVMET;2;AVIA1;1
GESPPA;2;CMS;AVMET;2;AVIA1;1
GESPPC;2;CMS;AVMET;0; ;1
GESPPD;2;CMS;AVMET;2;AVIA1;1
GESPPL;2;CMS;AVMET;0; ;1
GESPPR;2;CMS;AVMET;0; ;1
GESPPTO;2;CMS;AVMET;2;AVIA1;1
GESPPTS;2;CMS;AVMET;0; ;1
GESPPY;2; ;AVMET;0; ;1
GESPQH;2;CMS;AVMET;2;AVIA1;1
GESPRE;2;CMSN;AVMET;0; ;1
GESPRH;2;CMSLG;AVMET;2;AVIA1;1
GESPRM;2;CMS;AVMET;0; ;1
GESPRS;2;CMS;AVMET;0; ;1
GESPRSS;2;CMS;AVMET;0; ;1
GESPRT;2;CMSN;AVMET;0; ;1
GESPRV;2;CMS;AVMET;0; ;1
GESPS1;2;CMS;AVMET;0; ;1
GESPS2;2;CMSN;AVMET;0; ;1
GESPSO;2;CMS;AVMET;2;AVIA1;1
GESPTA;2;CMSN;AVMET;0; ;1
GESPTC;2;CMSN;AVMET;0; ;1
GESPTD;2;CMSN;AVMET;0; ;1
GESPTE;2;CMSN;AVMET;0; ;1
GESPTF;2;CMSN;AVMET;0; ;1
GESPTH;2;CMSTKL;AVMET;2;AVIA1;1
GESPTH2;2;CMSTKL;AVMET;2;AVIA1;1
GESPTN;2;CMSN;AVMET;0; ;1
GESPTO;2;CMS;AVMET;0; ;1
GESPTR;2;CMSN;AVMET;0; ;1
GESPTR2;2;CMSN;AVMET;0; ;1
GESPTT;2;CMSN;AVMET;0; ;1
GESPWA;2;CMS;AVMET;0; ;1
GESPWI;2;CMS;AVMET;2;AVIA1;1
GESQCR;2;CMS;AVMET;2;AVIA1;1
GESQLC;2;CMS;AVMET;0; ;1
GESQST;2;CMS;AVMET;0; ;1
GESQUE;2;CMS;AVMET;0; ;1
GESRCC;2;CMS;AVMET;2;AVIA1;1
GESRCS;2;CMS;AVMET;2;AVIA1;1
GESRDE;2;CMSN;AVMET;2;AVIA1;1
GESREC;2;CMS;AVMET;0; ;1
GESREL;2;CMSVJ;AVMET;2;AVIA1;1
GESREP;2;CMS;AVMET;0; ;1
GESRLK;2;CMS;AVMET;0; ;1
GESROT;2;CMS;AVMET;2;AVIA1;1
GESROU;2;CMS;AVMET;2;AVIA1;1
GESROW;2;CMS;AVMET;2;AVIA1;1
GESRPA;2;CMS;AVMET;0; ;1
GESRQW;2;CMS;AVMET;2;AVIA1;1
GESRRS;2;CMS;AVMET;0; ;1
GESRSE;2;CMS;AVMET;2;AVIA1;1
GESRVA;2;CMS;AVMET;2;AVIA1;1
GESSCC;2;CMS;AVMET;2;AVIA1;1
GESSCCP;2;CMS;AVMET;2;AVIA1;1
GESSCO;2;CMSA;AVMET;2;AVIA1;1
GESSCP;2;CMS;AVMET;2;AVIA1;1
GESSCS;2;CMS;AVMET;2;AVIA1;1
GESSCT;2;CMSN;AVMET;0; ;1
GESSEA;2;CMS;AVMET;0; ;1
GESSER;2;CMS;AVMET;0; ;1
GESSES;2;CMS;AVMET;0; ;1
GESSFI1;2;CMS;AVMET;0; ;1
GESSHIP;2;CMS;AVMET;0; ;1
GESSIS;2;CMSD;AVMET;2;AVIA1;1
GESSLA;2;CMSN;AVMET;0; ;1
GESSLC;2;CMSN;AVMET;0; ;1
GESSLD;2;CMSN;AVMET;0; ;1
GESSLD2;2;CMSN;AVMET;0; ;1
GESSLI;2;CMSN;AVMET;0; ;1
GESSLL;2;CMSN;AVMET;0; ;1
GESSLM;2;CMS;AVMET;2;AVIA1;1
GESSLO;2;CMSN;AVMET;0; ;1
GESSLQ;2;CMSN;AVMET;0; ;1
GESSLR;2;CMSN;AVMET;0; ;1
GESSLS;2;CMSN;AVMET;0; ;1
GESSLT;2;CMSN;AVMET;0; ;1
GESSMO;2;CMSK;AVMET;2;AVIA1;1
GESSMX;2;CMS;AVMET;2;AVIA1;1
GESSNE;2;CMS;AVMET;0; ;1
GESSNP;2;CMSN;AVMET;0; ;1
GESSOH;2;CMSPLFADRI;AVMET;2;AVIA1;1
GESSOL;2;CMS;AVMET;0; ;1
GESSOQ;2;CMSA;AVMET;2;AVIA1;1
GESSOR;2;CMS;AVMET;2;AVIA1;1
GESSOT;2;CMSN;AVMET;0; ;1
GESSOV;2;CMS;AVMET;2;AVIA1;1
GESSPC;2;CMS;AVMET;0; ;1
GESSPK;2;CMSN;AVMET;0; ;1
GESSPL;2;CMS;AVMET;0; ;1
GESSPP;2;CMS;AVMET;0; ;1
GESSPR;2;CMS;AVMET;0; ;1
GESSPT;2;CMSG;AVMET;0; ;1
GESSQH;2;CMSP;AVMET;2;AVIA1;1
GESSQT;2;CMSN;AVMET;0; ;1
GESSRE;2;CMSGHKF;AVMET;2;AVIA1;1
GESSRG;2;CMSN;AVMET;0; ;1
GESSRH;2;CMSK;AVMET;2;AVIA1;1
GESSRL;2;CMSK;AVMET;2;AVIA1;1
GESSRO;2;CMSN;AVMET;0; ;1
GESSRS;2;CMSK;AVMET;2;AVIA1;1
GESSRT;2;CMSN;AVMET;0; ;1
GESSSP;2;CMS;AVMET;0; ;1
GESSST;2;CMS;AVMET;2;AVIA1;1
GESSTC;2;CMSN;AVMET;0; ;1
GESSTCITF;2; ;AVMET;0; ;1
GESSTE;2;CMS;AVMET;2;AVIA1;1
GESSTQ;2;CMSQ;AVMET;2;AVIA1;1
GESSTR;2;CMS;AVMET;2;AVIA1;1
GESSWA;2;CMS;AVMET;0; ;1
GESSYP;2;CMS;AVMET;0; ;1
GESSZP;2;CMS;AVMET;0; ;1
GESTAM;2;CMSN;AVMET;0; ;1
GESTAU;2;CMSN;AVMET;0; ;1
GESTBA;2;CMS;AVMET;0; ;1
GESTBO;2;CMS;AVMET;0; ;1
GESTBU;2;CMSN;AVMET;0; ;1
GESTCA;2;CMS;AVMET;0; ;1
GESTCI;2;CMS;AVMET;0; ;1
GESTCM;2;CMS;AVMET;0; ;1
GESTCO;2;CMS;AVMET;0; ;1
GESTCT;2;CMS;AVMET;0; ;1
GESTCU;2;CMS;AVMET;0; ;1
GESTCY;2;CMS;AVMET;0; ;1
GESTDA;2;CMS;AVMET;0; ;1
GESTEC;2;CMSN;AVMET;0; ;1
GESTED;2;CMS;AVMET;0; ;1
GESTEM;2;CMS;AVMET;0; ;1
GESTES;2;CMS;AVMET;0; ;1
GESTFB;2;CMS;AVMET;0; ;1
GESTFC;2;CMS;AVMET;0; ;1
GESTFO;2;CMS;AVMET;0; ;1
GESTFOLEG;2;CMS;AVMET;0; ;1
GESTFT;2;CMS;AVMET;0; ;1
GESTGL;2;CMS;AVMET;0; ;1
GESTGP;2;CMS;AVMET;0; ;1
GESTIT;2;CMSN;AVMET;0; ;1
GESTKI;2;CMS;AVMET;2;AVIA1;1
GESTLA;2;CMS;AVMET;0; ;1
GESTLO;2;CMS;AVMET;2;AVIA1;1
GESTLP;2;CMS;AVMET;0; ;1
GESTMD;2;CMS;AVMET;0; ;1
GESTMS;2;CMS;AVMET;0; ;1
GESTNH;2;CMS;AVMET;2;AVIA1;1
GESTPA;2;CMS;AVMET;0; ;1
GESTPE;2;CMSN;AVMET;0; ;1
GESTPM;2;CMS;AVMET;0; ;1
GESTPN;2;CMS;AVMET;0; ;1
GESTPT;2;CMS;AVMET;0; ;1
GESTPV;2;CMS;AVMET;0; ;1
GESTPV2;2;CMS;AVMET;0; ;1
GESTPY;2;CMSN;AVMET;0; ;1
GESTRE;2;CMS;AVMET;0; ;1
GESTRN;2;CMS;AVMET;0; ;1
GESTRNP;2;CMS;AVMET;0; ;1
GESTRO;2;CMS;AVMET;2;AVIA1;1
GESTRP;2;CMS;AVMET;0; ;1
GESTRU;2;CMS;AVMET;0; ;1
GESTSA;2;CMS;AVMET;0; ;1
GESTSC;2;CMSN;AVMET;0; ;1
GESTSD;2;CMS;AVMET;0; ;1
GESTSG;2;CMS;AVMET;0; ;1
GESTSH;2;CMSN;AVMET;0; ;1
GESTSK;2;CMS;AVMET;2;AVIA1;1
GESTSO;2;CMS;AVMET;0; ;1
GESTSQ;2;CMS;AVMET;0; ;1
GESTSR;2;CMS;AVMET;0; ;1
GESTST;2;CMS;AVMET;0; ;1
GESTSV;2;CMS;AVMET;0; ;1
GESTSV2;2;CMS;AVMET;0; ;1
GESTTN;2;CMS;AVMET;0; ;1
GESTUN;2;CMS;AVMET;0; ;1
GESTUV;2;CMS;AVMET;0; ;1
GESTUVM;2;CMS;AVMET;0; ;1
GESTVB;2;CMSN;AVMET;0; ;1
GESTVC;2;CMSN;AVMET;0; ;1
GESTVI;2;CMSN;AVMET;0; ;1
GESTVT;2;CMS;AVMET;0; ;1
GESTWC;2;CMS;AVMET;0; ;1
GESTWD;2;CMS;AVMET;0; ;1
GESTWDCRM;2;CMS;AVMET;0; ;1
GESTXS;2;CMS;AVMET;0; ;1
GESTXW;2;CMS;AVMET;2;AVIA1;1
GESTZL;2;CMS;AVMET;0; ;1
GESVCL;2;CMS;AVMET;0; ;1
GESVTB;2;CMS;AVMET;0; ;1
GESWRH;2;CMS;AVMET;2;AVIA1;1
GESXM2;2;CMSN;AVMET;0; ;1
GESXMA;2;CMSN;AVMET;0; ;1
GESXNC;2;CMS;AVMET;0; ;1
GESXTL;2;CMS;AVMET;0; ;1
GESXX1JMTUN;2;CMS;AVMET;0; ;1
GEXPENCH;2; ;AVMET;0; ;1
GEXPOBJ;2;T;AVMET;0; ;1
GIMP;2; ;AVMET;0; ;1
